,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
35,inf,inf,inf,inf,inf,inf,inf,28.25,inf,inf,inf,inf,26.03,23.81,26.17,inf,inf,27.3,inf,inf,inf,inf,29.34,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.9,inf,inf,inf,inf,inf,inf,17.84,inf,inf,inf,inf,inf,inf,19.48,inf,inf,inf,inf,inf,27.3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,30.19,19.16,inf,inf,inf,inf,inf,22.64,inf,inf,inf,24.92,19.84,inf,inf,inf,inf,inf
36,inf,inf,inf,inf,inf,inf,inf,28.9,inf,inf,inf,inf,26.67,24.45,26.83,inf,inf,27.17,inf,inf,inf,inf,29.98,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.55,inf,inf,inf,inf,inf,inf,17.72,inf,inf,inf,inf,inf,inf,20.14,inf,inf,inf,inf,inf,27.94,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19.8,inf,inf,inf,inf,inf,23.3,inf,inf,inf,24.8,19.72,inf,inf,inf,inf,inf
37,inf,inf,inf,inf,inf,inf,inf,28.81,inf,inf,inf,inf,26.58,24.36,24.95,inf,inf,28.67,inf,inf,inf,inf,29.89,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.45,inf,inf,inf,inf,inf,inf,19.2,inf,inf,inf,inf,inf,inf,20.05,inf,inf,inf,inf,inf,26.06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.22,19.7,inf,inf,inf,inf,inf,21.23,inf,inf,inf,26.28,21.2,inf,inf,inf,inf,inf
38,inf,inf,inf,inf,inf,inf,inf,29.83,inf,inf,inf,inf,27.61,25.38,27.75,inf,inf,29.33,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,30.47,inf,inf,inf,inf,inf,inf,19.86,inf,inf,inf,inf,inf,inf,21.08,inf,inf,inf,inf,inf,28.88,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.73,inf,inf,inf,inf,inf,25.08,inf,inf,inf,26.94,21.84,inf,inf,inf,inf,inf
39,inf,inf,inf,inf,inf,inf,inf,28.4,inf,inf,inf,inf,26.19,23.98,26.34,inf,inf,28.28,inf,inf,inf,inf,29.5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.06,inf,inf,inf,inf,inf,inf,18.81,inf,inf,inf,inf,inf,inf,19.66,inf,inf,inf,inf,inf,27.47,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19.33,inf,inf,inf,inf,inf,23.66,inf,inf,inf,25.89,20.83,inf,inf,inf,inf,inf
40,inf,inf,inf,inf,inf,inf,inf,30.08,inf,inf,inf,inf,27.84,25.62,28.0,inf,inf,28.92,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19.47,inf,inf,inf,inf,inf,inf,21.31,inf,inf,inf,inf,inf,29.11,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.97,inf,inf,inf,inf,inf,25.05,inf,inf,inf,26.55,21.47,inf,inf,inf,inf,inf
41,inf,inf,inf,inf,inf,inf,inf,30.42,inf,inf,inf,inf,28.19,25.97,28.36,inf,inf,28.28,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.81,inf,inf,inf,inf,inf,inf,21.67,inf,inf,inf,inf,inf,29.47,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.33,inf,inf,inf,inf,inf,24.81,inf,inf,inf,25.89,20.81,inf,inf,inf,inf,inf
42,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.7,inf,inf,inf,inf,inf,inf,24.27,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.94,inf,inf,inf,inf,inf,24.83,inf,inf,inf,28.78,23.7,inf,inf,inf,inf,inf
43,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28.72,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.83,inf,inf,inf,inf,inf,inf,24.4,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.06,inf,inf,inf,inf,inf,24.95,inf,inf,inf,28.9,23.83,inf,inf,inf,inf,inf
44,inf,inf,inf,inf,inf,inf,inf,28.72,inf,inf,inf,inf,26.48,24.27,26.64,inf,inf,28.58,inf,inf,inf,inf,29.8,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.36,inf,inf,inf,inf,inf,inf,19.11,inf,inf,inf,inf,inf,inf,19.95,inf,inf,inf,inf,inf,27.75,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,30.23,19.61,inf,inf,inf,inf,inf,23.84,inf,inf,inf,26.19,21.11,inf,inf,inf,inf,inf
